Price,Close,High,Low,Open,Volume,Adj Close,daily_return,log_return,volatility_7d,volatility_14d,volatility_21d,volatility_30d
Ticker,000300.SS,000300.SS,000300.SS,000300.SS,000300.SS,,,,,,,
Date,,,,,,,,,,,,
2021-04-23,5135.4501953125,5149.97998046875,5086.490234375,5088.830078125,122100,5135.4501953125,0.009079933115630379,0.009038958368143363,0.1576357347665614,0.16490889158947514,0.1684206400303369,0.18948233073007564
2021-04-26,5077.240234375,5181.10986328125,5072.9599609375,5156.58984375,151400,5077.240234375,-0.01133492853082918,-0.011399658437314815,0.17404826300452622,0.17090759291531335,0.17454854488011715,0.1920203060492202
2021-04-27,5090.52001953125,5095.97998046875,5042.60986328125,5076.64013671875,124000,5090.52001953125,0.0026155518634591868,0.002612137260435546,0.1741627525365204,0.16897879383378164,0.1571863398347154,0.18119207421807132
2021-04-28,5119.240234375,5119.4501953125,5059.259765625,5073.97021484375,120600,5119.240234375,0.005641901953740813,0.005626046035315679,0.10400398045828352,0.17064819143140816,0.15814602484508838,0.18019350215165525
2021-04-29,5164.169921875,5170.58984375,5113.64990234375,5128.27978515625,140100,5164.169921875,0.008776631969389381,0.008738341214503065,0.11291278035754793,0.1589661369399927,0.15767665508002918,0.18152641018842763
2021-04-30,5123.490234375,5163.25,5094.93017578125,5156.35986328125,160100,5123.490234375,-0.00787729453434216,-0.007908484320998409,0.1278467252079532,0.14039360900270836,0.15676625970291633,0.18160731708290648
2021-05-06,5061.1201171875,5132.89990234375,5037.41015625,5098.7998046875,158800,5061.1201171875,-0.012173365095738964,-0.012248067375736572,0.14985272758498003,0.15308709946822646,0.15696135561406455,0.167729551922051
2021-05-07,4996.0498046875,5093.75,4996.0400390625,5073.4599609375,172300,4996.0498046875,-0.01285689945967139,-0.012940264708138506,0.14730021919960837,0.16174631491498698,0.1579081237707138,0.16946643886954096
2021-05-10,4992.419921875,5019.39013671875,4953.7001953125,5001.43994140625,170800,4992.419921875,-0.0007265505658279325,-0.0007268146316027909,0.13821246166298984,0.15903233724975505,0.15765016419320854,0.16726013958571787
2021-05-11,5023.06005859375,5033.490234375,4925.919921875,4956.080078125,151500,5023.06005859375,0.006137331634403553,0.006118574919605247,0.14499506608500248,0.16034214040432104,0.1582438843072264,0.16098505156858606
2021-05-12,5044.5498046875,5051.169921875,4995.39990234375,5003.81982421875,126600,5044.5498046875,0.0042782180270737324,0.004269092470485812,0.14223693264155446,0.1222342335193815,0.15900300441548293,0.16128842512678734
2021-05-13,4992.97021484375,5022.080078125,4975.4501953125,4992.35009765625,132300,4992.97021484375,-0.010224815264153198,-0.01027744776686702,0.1262423409601031,0.12895835993762172,0.15422136913285803,0.15069084027833796
2021-05-14,5110.58984375,5112.97998046875,4981.2900390625,5007.6298828125,159400,5110.58984375,0.023557045975674873,0.023283860741553707,0.20703021184636575,0.16553264451682762,0.16170613280292104,0.16543721285564003
2021-05-17,5184.990234375,5206.68994140625,5115.31005859375,5115.31005859375,153900,5184.990234375,0.014558082902306868,0.014453131382468454,0.2046080160900867,0.1758105650675845,0.16723111915086458,0.16842549277105798
2021-05-18,5187.60009765625,5201.669921875,5156.7900390625,5190.93017578125,118400,5187.60009765625,0.0005033497004387488,0.000503223062471956,0.17279180874905387,0.17225037869791882,0.1659043909679954,0.1658849230663473
2021-05-19,5172.27001953125,5193.56005859375,5151.64013671875,5173.169921875,118700,5172.27001953125,-0.0029551387609708657,-0.0029595138048863386,0.17658087560152122,0.1642745236320294,0.16415933655409629,0.16264897866090372
2021-05-20,5186.41015625,5201.58984375,5152.0400390625,5167.0498046875,138500,5186.41015625,0.0027338357559358872,0.0027301056237981954,0.1768944928917858,0.1642932086547607,0.16410146308779158,0.1603271349894375
2021-05-21,5134.14990234375,5216.16015625,5123.1201171875,5199.1298828125,124800,5134.14990234375,-0.010076382764150016,-0.010127493137270344,0.19778555200803163,0.1698157585846416,0.1483836017618823,0.1626494301326489
2021-05-24,5155.58984375,5155.58984375,5092.39013671875,5138.81005859375,126700,5155.58984375,0.00417594768638585,0.004167252615215883,0.17637622694854488,0.1664383523434148,0.14886784706733386,0.16165668829000296
2021-05-25,5318.47998046875,5324.35986328125,5161.52001953125,5165.0400390625,183000,5318.47998046875,0.031594859493374594,0.031106011970154317,0.2135456124651786,0.20812895706755946,0.18245424864319845,0.18464383852304594
2021-05-26,5320.58984375,5344.27978515625,5308.740234375,5326.1201171875,169600,5320.58984375,0.00039670418785031636,0.00039662552154813406,0.20585181649777853,0.1971888289138801,0.182016849499287,0.17797121992564008
2021-05-27,5338.22998046875,5378.47998046875,5286.0498046875,5311.3701171875,148500,5338.22998046875,0.0033154475794581195,0.003309963601017717,0.2047137049033121,0.18230289192346744,0.180345925409862,0.168229783018509
2021-05-28,5321.08984375,5360.27978515625,5288.64990234375,5338.72998046875,164600,5321.08984375,-0.0032108277053370937,-0.003215993473171174,0.2050900392870712,0.18404526006564884,0.17492020353867493,0.16863084637003928
2021-05-31,5331.56982421875,5331.6298828125,5281.68994140625,5318.080078125,144600,5331.56982421875,0.001969517669591525,0.0019675807124966147,0.20534738599380598,0.1842037973294136,0.17491688927788404,0.16773911601191124
2021-06-01,5341.68017578125,5343.75,5269.259765625,5320.47021484375,143800,5341.68017578125,0.0018963179505919747,0.001894522209546037,0.18210185305656734,0.18447621922133636,0.17447388784940213,0.16573521730636942
