Date,Close,High,Low,Open,Volume,Adj Close,daily_return,log_return,volatility_7d,volatility_14d,volatility_21d,volatility_30d,volatility_21d_lag_1,volatility_21d_lag_2,volatility_21d_lag_3,volatility_21d_lag_5,volatility_21d_lag_7,volatility_21d_lag_14,volatility_21d_lag_21,ma_5,volatility_21d_ma_5,ma_10,volatility_21d_ma_10,ma_20,volatility_21d_ma_20,ma_30,volatility_21d_ma_30,volatility_21d_std_5,volatility_21d_std_10,volatility_21d_std_20,volatility_21d_std_30,rsi_14,macd,macd_signal,macd_hist,bb_middle_20,bb_std_20,bb_upper_20,bb_lower_20,bb_width_20,volume_change,volume_ma_5,volume_ma_10,volume_ma_ratio
,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-04,3306.510009765625,3306.840087890625,3286.3701171875,3289.919921875,4414380000,3306.510009765625,0.0036119303819721615,0.003605423026133557,0.10742642932542061,0.11316517328111414,0.12787422703522044,0.17241082405144492,0.13659290806594535,0.13575146170874672,0.1347530344852307,0.14225617303192598,0.1707084243968135,0.19920777321215788,0.3056386774785336,3275.380029296875,0.13503566303250425,3256.2059814453123,0.15420774030584916,3229.89150390625,0.18893575173470817,3186.556681315104,0.22422711987237476,0.004501190974412029,0.02473014715176069,0.05138310240862287,0.0659415802635072,63.82786102339895,36.102811617536645,31.379162199553807,4.723649417982838,3229.89150390625,43.03686867054546,3315.9652412473406,3143.817766565159,0.0532982220839261,-0.005532852437744151,4520794000.0,4288079000.0,1.0542702221670823
2020-08-05,3327.77001953125,3330.77001953125,3317.3701171875,3317.3701171875,4535060000,3327.77001953125,0.006429743053199433,0.006409160435517922,0.1063051888660295,0.11215046240625781,0.1199507318045948,0.1727679727082121,0.12787422703522044,0.13659290806594535,0.13575146170874672,0.140206683867378,0.16895147177288256,0.19090071496589234,0.2942866154939124,3289.246044921875,0.13098447261994758,3261.3809814453125,0.1472819298994738,3237.7830078125,0.18031496689085547,3193.1060139973956,0.21921494758595989,0.00706749346718152,0.023506545297377418,0.04742801218919006,0.06800005109256663,68.73996374101986,39.33677161851392,32.97068408334583,6.3660875351680914,3237.7830078125,45.84399549218668,3329.470998796873,3146.0950168281265,0.0566362790607881,0.02733792740996477,4532166000.0,4314869000.0,1.05036004569316
2020-08-06,3349.159912109375,3351.030029296875,3318.139892578125,3323.169921875,4278930000,3349.159912109375,0.00642769555966427,0.006407126020664802,0.07802832226912651,0.1134050171350646,0.11929927444595032,0.15094845664356954,0.1199507318045948,0.12787422703522044,0.13659290806594535,0.1347530344852307,0.14225617303192598,0.1900903094368879,0.29236642868164864,3309.834033203125,0.12789372061209153,3272.7309814453124,0.13963443906146883,3247.6385009765627,0.17168907243178572,3203.0670084635417,0.21366877725589095,0.008282148175404168,0.017700308526895553,0.041384566286192796,0.06916705341488034,69.96692713862943,43.12853488342125,35.002254243360916,8.126280640060337,3247.6385009765627,47.596896280649204,3342.832293537861,3152.4447084152644,0.058623392063293756,-0.05647775332630656,4534968000.0,4313086000.0,1.0514439081437281
2020-08-07,3351.280029296875,3352.5400390625,3328.719970703125,3340.050048828125,4110030000,3351.280029296875,0.0006330295486443038,0.0006328292699566697,0.06687459560491835,0.1106268902519411,0.11573564468486622,0.14927114963977406,0.11929927444595032,0.1199507318045948,0.12787422703522044,0.13575146170874672,0.140206683867378,0.19143937488778123,0.2918171636273453,3325.866015625,0.12389055720731541,3286.29599609375,0.13413716109027413,3255.9505004882812,0.1627836429183402,3211.984342447917,0.20807129660551565,0.008371440175991481,0.015358918706998601,0.031758739416109225,0.07009612158671692,67.34820438294457,45.77692246053175,37.157187886795086,8.619734573736665,3255.9505004882812,50.51578097166887,3356.982062431619,3154.9189385449436,0.06205964244738144,-0.03947248494366584,4355468000.0,4355148000.0,1.000073476263034
2020-08-10,3360.469970703125,3363.2900390625,3335.43994140625,3356.0400390625,4327920000,3360.469970703125,0.002742218294476073,0.0027384652733919213,0.04184720079848085,0.11063035416948645,0.11248262606157793,0.12486424310755558,0.11573564468486622,0.11929927444595032,0.1199507318045948,0.13659290806594535,0.1347530344852307,0.18939333490898677,0.2938442349537765,3339.03798828125,0.11906850080644193,3298.402001953125,0.12849027651914363,3266.213000488281,0.15847413646420702,3223.69833984375,0.201926674286098,0.005763117179637665,0.010858059270221928,0.032472222995891274,0.07012758365442756,67.76769436726786,48.063296401381194,39.33840958971231,8.724886811668881,3266.213000488281,49.81879814021219,3365.8505967687056,3166.5754042078565,0.06101108302828337,0.053014211575098,4333264000.0,4390909000.0,0.9868717388586281
2020-08-11,3333.68994140625,3381.010009765625,3326.43994140625,3370.340087890625,4880540000,3333.68994140625,-0.007969132154236114,-0.008001055401377298,0.08373900531914286,0.117337475821415,0.11069066527730632,0.12489037506362044,0.11248262606157793,0.11573564468486622,0.11929927444595032,0.12787422703522044,0.13575146170874672,0.18920883586834816,0.19867275514424143,3344.473974609375,0.11563178845485911,3309.927001953125,0.12533372574368168,3273.0214965820314,0.15406339263722466,3233.046671549479,0.19558787404211678,0.004075734084320737,0.010998814004852687,0.03268182209805461,0.06946850204655189,59.6635100793156,47.170586509117584,40.90484497359337,6.265741535524214,3273.0214965820314,49.23821785665089,3371.497932295333,3174.5450608687297,0.06017463424309265,0.1276872030906302,4426496000.0,4473645000.0,0.9894607193910111
2020-08-12,3380.35009765625,3387.889892578125,3355.4599609375,3355.4599609375,3772250000,3380.35009765625,0.013996549490237653,0.013899502293613534,0.10568723955625488,0.11093295130480421,0.11141559610823185,0.1237522970312041,0.11069066527730632,0.11248262606157793,0.11573564468486622,0.1199507318045948,0.13659290806594535,0.1957741828260002,0.19890554181695352,3354.989990234375,0.11392476131558653,3322.118017578125,0.12245461696776708,3280.7109985351562,0.1496737837820284,3242.3820068359373,0.1891275293640118,0.003570704807136819,0.010426365945069661,0.03219134776742326,0.06791543843686729,73.7438211682429,49.65579109199871,42.65503419727444,7.000756894724269,3280.7109985351562,53.43064094257316,3387.5722804203024,3173.84971665001,0.06514519683864863,-0.22708347846754662,4273934000.0,4403050000.0,0.9706757815605092
2020-08-13,3373.429931640625,3387.239990234375,3363.35009765625,3372.949951171875,3438730000,3373.429931640625,-0.002047174350497949,-0.002049272676156681,0.11113813822429881,0.10541391496064671,0.11001188902195275,0.12438758449171816,0.11141559610823185,0.11069066527730632,0.11248262606157793,0.11929927444595032,0.12787422703522044,0.1707084243968135,0.19920777321215788,3359.843994140625,0.11206728423078702,3334.839013671875,0.11998050242143928,3288.6039916992186,0.1456293424848314,3250.967667643229,0.18264649188649154,0.0022457628923094174,0.01011456561818299,0.03181825897811652,0.06577500962945938,77.05944756525298,50.48497470307211,44.22102229843397,6.26395240463814,3288.6039916992186,54.939827078762114,3398.483645856743,3178.7243375416942,0.06682449722427639,-0.08841407647955468,4105894000.0,4320431000.0,0.9503436115517179
2020-08-14,3372.85009765625,3378.510009765625,3361.639892578125,3368.659912109375,3200060000,3372.85009765625,-0.00017188262276812694,-0.00017189739627902921,0.10931684794392581,0.10479456910505544,0.10852161778464314,0.12451550967302459,0.11001188902195275,0.11141559610823185,0.11069066527730632,0.11573564468486622,0.1199507318045948,0.16895147177288256,0.19090071496589234,3364.1580078125,0.1106244788507424,3345.01201171875,0.11725751802902891,3296.0099975585936,0.14155090790221914,3259.0623372395835,0.17622494576185774,0.0014899873469869111,0.009001088693814028,0.03103746764696494,0.06315669236822041,74.8602955557476,50.513038072503605,45.4794254532479,5.033612619255706,3296.0099975585936,55.852176130583665,3407.714349819761,3184.305645297426,0.06778156155103211,-0.06940643784187772,3923900000.0,4139684000.0,0.9478742821915875
